Country;Date;Frequency;Fuel type;Type of vehicle;Value
Italy;2008;Annual;- LPG;New light goods vehicles;1978.0
Italy;2012;Annual;- LPG;New light goods vehicles;1773.0
Kyrgyzstan;2010;Annual;Total;New passenger cars;342439.0
Latvia;1995;Annual;Total;New passenger cars;49322.0
Latvia;2002;Annual;Total;New passenger cars;40335.0
Latvia;2003;Annual;Total;New passenger cars;50290.0
Latvia;2005;Annual;Total;New passenger cars;69704.0
Latvia;2009;Annual;Total;New passenger cars;17288.0
Latvia;1996;Annual;Total;New road tractors;449.0
Latvia;1999;Annual;Total;New road tractors;401.0
Latvia;2005;Annual;Total;New road tractors;1762.0
Latvia;2006;Annual;Total;New road tractors;2655.0
Latvia;2017;Annual;Total;New road tractors;1477.0
Latvia;2014;Annual;Petrol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2015;Annual;Petrol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2017;Annual;Petrol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2018;Annual;Petrol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;1997;Annual;Petrol;New light goods vehicles;565.0
Latvia;2005;Annual;Petrol;New light goods vehicles;368.0
Latvia;2012;Annual;Petrol;New light goods vehicles;349.0
Latvia;2017;Annual;- Petrol (excluding hybrids);New lorries (vehicle wt over 3500 kg);0.0
Latvia;2014;Annual;- Petrol (excluding hybrids);New passenger cars;5758.0
Latvia;2018;Annual;- Petrol (excluding hybrids);New passenger cars;10222.0
Ireland;1994;Annual;- Electricity;New light goods vehicles;0.0
Ireland;1995;Annual;- Electricity;New light goods vehicles;0.0
Ireland;2001;Annual;- Electricity;New light goods vehicles;1.0
Ireland;2003;Annual;- Electricity;New light goods vehicles;1.0
Ireland;2004;Annual;- Electricity;New light goods vehicles;0.0
Ireland;1999;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Ireland;1999;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Ireland;2003;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Ireland;2010;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Ireland;2012;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Ireland;2000;Annual;- LPG;New light goods vehicles;0.0
Ireland;2001;Annual;- LPG;New light goods vehicles;0.0
Ireland;2013;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Ireland;2014;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Israel;1993;Annual;Total;New passenger cars;112348.0
Israel;1995;Annual;Total;New passenger cars;128845.0
Israel;1997;Annual;Total;New passenger cars;120527.0
Israel;1998;Annual;Total;New passenger cars;111810.0
Israel;1999;Annual;Total;New passenger cars;112508.0
Latvia;2014;Annual;Diesel;New lorries (vehicle wt over 3500 kg);349.0
Latvia;1996;Annual;Diesel;New light goods vehicles;1513.0
Latvia;2002;Annual;Diesel;New light goods vehicles;4235.0
Latvia;2004;Annual;Diesel;New light goods vehicles;5662.0
Latvia;2006;Annual;Diesel;New light goods vehicles;8614.0
Latvia;2014;Annual;Diesel;New light goods vehicles;2501.0
Latvia;1997;Annual;Diesel;New road tractors;886.0
Latvia;1999;Annual;Diesel;New road tractors;396.0
Latvia;2003;Annual;Diesel;New road tractors;963.0
Latvia;2006;Annual;Diesel;New road tractors;2655.0
Latvia;2008;Annual;Diesel;New road tractors;1568.0
Latvia;2010;Annual;Diesel;New road tractors;1199.0
Latvia;2011;Annual;Diesel;New road tractors;2386.0
Latvia;2016;Annual;Diesel;New road tractors;1564.0
Latvia;2018;Annual;Diesel;New road tractors;1510.0
Israel;1997;Annual;Total;New light goods vehicles;31392.0
Israel;1995;Annual;Total;New road tractors;556.0
Israel;1996;Annual;Total;New road tractors;602.0
Latvia;2016;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);284.0
Italy;2009;Annual;Total;New passenger cars;2176940.0
Italy;2013;Annual;Total;New passenger cars;1311334.0
Latvia;2018;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Latvia;2016;Annual;- Hybrid electric-diesel;New road tractors;0.0
Latvia;2017;Annual;- Hybrid electric-diesel;New road tractors;0.0
Italy;2008;Annual;Petrol;New passenger cars;933410.0
Italy;2013;Annual;Petrol;New passenger cars;419045.0
Latvia;2017;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
Latvia;2002;Annual;Alternative (total);New road tractors;0.0
Latvia;2005;Annual;Alternative (total);New road tractors;0.0
Latvia;2006;Annual;Alternative (total);New road tractors;0.0
Latvia;2010;Annual;Alternative (total);New road tractors;0.0
Italy;1996;Annual;Diesel;New motor coaches, buses and trolley buses;3251.0
Italy;1997;Annual;Diesel;New motor coaches, buses and trolley buses;3407.0
Italy;1998;Annual;Diesel;New motor coaches, buses and trolley buses;4302.0
Italy;2012;Annual;Diesel;New light goods vehicles;97647.0
Latvia;2000;Annual;- Electricity;New light goods vehicles;0.0
Latvia;2002;Annual;- Electricity;New light goods vehicles;0.0
Latvia;2004;Annual;- Electricity;New light goods vehicles;0.0
Latvia;2011;Annual;- Electricity;New light goods vehicles;2.0
Latvia;2018;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);1.0
Latvia;2014;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Italy;2017;Annual;- Diesel (excluding hybrids);New passenger cars;1130434.0
Italy;2016;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;2447.0
Latvia;2003;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Latvia;2004;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Latvia;2005;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Latvia;2017;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Latvia;2018;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Latvia;2007;Annual;- LPG;New light goods vehicles;0.0
Latvia;2008;Annual;- LPG;New light goods vehicles;0.0
Italy;2009;Annual;- Compressed natural gas (CNG);New light goods vehicles;12267.0
Italy;2016;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;119.0
Latvia;2016;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2017;Annual;- Bioethanol;New passenger cars;0.0
Latvia;2018;Annual;- Bioethanol;New passenger cars;0.0
Latvia;1998;Annual;Total;New motor coaches, buses and trolley buses;655.0
Latvia;1999;Annual;Total;New motor coaches, buses and trolley buses;783.0
Latvia;2002;Annual;Total;New motor coaches, buses and trolley buses;573.0
Latvia;2009;Annual;Total;New motor coaches, buses and trolley buses;311.0
Latvia;2012;Annual;Total;New motor coaches, buses and trolley buses;314.0
Latvia;2016;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Latvia;1999;Annual;Total;New light goods vehicles;6298.0
Latvia;2002;Annual;Total;New light goods vehicles;4617.0
Latvia;2012;Annual;Total;New light goods vehicles;6953.0
Latvia;1998;Annual;Petrol;New passenger cars;48195.0
Latvia;1999;Annual;Petrol;New passenger cars;39196.0
Latvia;2006;Annual;Petrol;New passenger cars;59962.0
Latvia;2011;Annual;Petrol;New passenger cars;14491.0
Latvia;2012;Annual;Petrol;New passenger cars;13960.0
Latvia;1995;Annual;Petrol;New motor coaches, buses and trolley buses;849.0
Latvia;1997;Annual;Petrol;New motor coaches, buses and trolley buses;713.0
Latvia;2000;Annual;Petrol;New motor coaches, buses and trolley buses;92.0
Latvia;2001;Annual;Petrol;New motor coaches, buses and trolley buses;21.0
Latvia;2005;Annual;Petrol;New motor coaches, buses and trolley buses;5.0
Latvia;2013;Annual;Petrol;New motor coaches, buses and trolley buses;4.0
Latvia;2003;Annual;Petrol;New road tractors;1.0
Latvia;2005;Annual;Petrol;New road tractors;1.0
Latvia;2007;Annual;Petrol;New road tractors;1.0
Latvia;2011;Annual;Petrol;New road tractors;0.0
Latvia;2015;Annual;Petrol;New road tractors;0.0
Latvia;2018;Annual;- Hydrogen and fuel cells;New motor coaches, buses and trolley buses;0.0
Liechtenstein;1995;Annual;Total;New light goods vehicles;158.0
Liechtenstein;1997;Annual;Total;New light goods vehicles;184.0
Liechtenstein;1998;Annual;Total;New light goods vehicles;217.0
Liechtenstein;2004;Annual;Total;New light goods vehicles;173.0
Liechtenstein;2008;Annual;Total;New light goods vehicles;218.0
Liechtenstein;2010;Annual;Total;New light goods vehicles;137.0
Liechtenstein;2012;Annual;Total;New light goods vehicles;237.0
Liechtenstein;2013;Annual;Total;New light goods vehicles;167.0
Liechtenstein;2001;Annual;Total;New road tractors;61.0
Liechtenstein;2004;Annual;Total;New road tractors;37.0
Liechtenstein;2010;Annual;Total;New road tractors;17.0
Liechtenstein;2011;Annual;Total;New road tractors;20.0
Liechtenstein;2015;Annual;Total;New road tractors;42.0
Liechtenstein;2016;Annual;Total;New road tractors;49.0
Liechtenstein;2014;Annual;Petrol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2017;Annual;- Hybrid electric-petrol;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2014;Annual;- Hybrid electric-petrol;New passenger cars;1.0
Liechtenstein;2008;Annual;Petrol;New road tractors;0.0
Latvia;2002;Annual;Diesel;New passenger cars;12191.0
Latvia;2007;Annual;Diesel;New passenger cars;44528.0
Latvia;1997;Annual;Diesel;New motor coaches, buses and trolley buses;1308.0
Latvia;1999;Annual;Diesel;New motor coaches, buses and trolley buses;537.0
Latvia;2001;Annual;Diesel;New motor coaches, buses and trolley buses;505.0
Latvia;2002;Annual;Diesel;New motor coaches, buses and trolley buses;561.0
Latvia;2006;Annual;Diesel;New motor coaches, buses and trolley buses;729.0
Latvia;2015;Annual;Diesel;New motor coaches, buses and trolley buses;256.0
Latvia;2017;Annual;Diesel;New motor coaches, buses and trolley buses;285.0
Latvia;2018;Annual;Diesel;New motor coaches, buses and trolley buses;172.0
Liechtenstein;2014;Annual;- Petrol (excluding hybrids);New light goods vehicles;33.0
Liechtenstein;2016;Annual;- Petrol (excluding hybrids);New light goods vehicles;26.0
Liechtenstein;2014;Annual;- Hybrid electric-petrol;New light goods vehicles;0.0
Latvia;2018;Annual;- Diesel (excluding hybrids);New passenger cars;6807.0
Latvia;2018;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;172.0
Latvia;2014;Annual;- Diesel (excluding hybrids);New light goods vehicles;2501.0
Latvia;2014;Annual;- Hybrid electric-diesel;New lorries (vehicle wt over 3500 kg);0.0
Latvia;2016;Annual;- Hybrid electric-diesel;New lorries (vehicle wt over 3500 kg);0.0
Liechtenstein;2002;Annual;Diesel;New road tractors;31.0
Liechtenstein;2014;Annual;Diesel;New road tractors;15.0
Latvia;2016;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;0.0
Latvia;2016;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);0.0
Liechtenstein;2016;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);35.0
Liechtenstein;2014;Annual;- Diesel (excluding hybrids);New road tractors;15.0
Liechtenstein;2015;Annual;- Diesel (excluding hybrids);New road tractors;42.0
Latvia;2005;Annual;Alternative (total);New passenger cars;0.0
Latvia;2010;Annual;Alternative (total);New passenger cars;0.0
Latvia;2011;Annual;Alternative (total);New passenger cars;1.0
Latvia;2005;Annual;Alternative (total);New motor coaches, buses and trolley buses;30.0
Latvia;2006;Annual;Alternative (total);New motor coaches, buses and trolley buses;3.0
Latvia;2013;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Latvia;1995;Annual;Alternative (total);New light goods vehicles;0.0
Latvia;1998;Annual;Alternative (total);New light goods vehicles;3.0
Latvia;2000;Annual;Alternative (total);New light goods vehicles;0.0
Latvia;2008;Annual;Alternative (total);New light goods vehicles;1.0
Latvia;2009;Annual;Alternative (total);New light goods vehicles;3.0
Latvia;2010;Annual;Alternative (total);New light goods vehicles;0.0
Latvia;2011;Annual;Alternative (total);New light goods vehicles;4.0
Latvia;2016;Annual;Alternative (total);New light goods vehicles;7.0
Latvia;2017;Annual;Alternative (total);New light goods vehicles;5.0
Latvia;2014;Annual;- Electricity;New passenger cars;174.0
Liechtenstein;2016;Annual;- Hybrid electric-diesel;New road tractors;0.0
Latvia;1995;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Latvia;1998;Annual;- Electricity;New motor coaches, buses and trolley buses;35.0
Latvia;2010;Annual;- Electricity;New motor coaches, buses and trolley buses;76.0
Latvia;2012;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Latvia;2014;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Latvia;2015;Annual;- Electricity;New motor coaches, buses and trolley buses;25.0
Latvia;2014;Annual;- Electricity;New road tractors;0.0
Latvia;2010;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Latvia;2015;Annual;- Compressed natural gas (CNG);New passenger cars;140.0
Latvia;2017;Annual;- Compressed natural gas (CNG);New passenger cars;11.0
Latvia;2004;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Latvia;2007;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Latvia;2015;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Liechtenstein;2013;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);0.0
Liechtenstein;2001;Annual;- Electricity;New passenger cars;0.0
Liechtenstein;2007;Annual;- Electricity;New passenger cars;0.0
Liechtenstein;2014;Annual;- Electricity;New passenger cars;18.0
Latvia;1996;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Latvia;2001;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Latvia;2009;Annual;- Compressed natural gas (CNG);New light goods vehicles;3.0
Latvia;2016;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Latvia;2014;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);0.0
Liechtenstein;2014;Annual;- Electricity;New road tractors;0.0
Liechtenstein;2015;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);0.0
Liechtenstein;2007;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Liechtenstein;2008;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Liechtenstein;2013;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Liechtenstein;2015;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Latvia;2013;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Latvia;2016;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;1.0
Liechtenstein;2013;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Liechtenstein;2015;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Liechtenstein;2016;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Liechtenstein;2001;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Liechtenstein;2009;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Liechtenstein;2014;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Liechtenstein;2016;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Liechtenstein;2013;Annual;- Bioethanol;New passenger cars;0.0
Liechtenstein;2016;Annual;- Hydrogen and fuel cells;New motor coaches, buses and trolley buses;0.0
Lithuania;2016;Annual;Total;New lorries (vehicle wt over 3500 kg);2545.0
Latvia;2001;Annual;- LPG;New passenger cars;0.0
Latvia;2004;Annual;- LPG;New passenger cars;0.0
Latvia;2005;Annual;- LPG;New passenger cars;0.0
Latvia;2006;Annual;- LPG;New passenger cars;0.0
Latvia;2009;Annual;- LPG;New passenger cars;0.0
Latvia;2014;Annual;- LPG;New passenger cars;0.0
Latvia;2017;Annual;- LPG;New passenger cars;78.0
Latvia;2018;Annual;- LPG;New passenger cars;56.0
Latvia;2017;Annual;- LPG;New road tractors;0.0
Latvia;2013;Annual;- Bioethanol;New road tractors;0.0
Latvia;2014;Annual;- Bioethanol;New road tractors;0.0
Lithuania;2006;Annual;Total;New motor coaches, buses and trolley buses;1235.0
Lithuania;2008;Annual;Total;New motor coaches, buses and trolley buses;919.0
Lithuania;2010;Annual;Total;New motor coaches, buses and trolley buses;538.0
Lithuania;2012;Annual;Total;New motor coaches, buses and trolley buses;526.0
Lithuania;2013;Annual;Total;New motor coaches, buses and trolley buses;663.0
Lithuania;2015;Annual;Total;New motor coaches, buses and trolley buses;586.0
Lithuania;2016;Annual;Total;New motor coaches, buses and trolley buses;651.0
Lithuania;2017;Annual;Total;New motor coaches, buses and trolley buses;855.0
Lithuania;2018;Annual;Total;New motor coaches, buses and trolley buses;1050.0
Lithuania;1997;Annual;Total;New light goods vehicles;12034.0
Lithuania;2016;Annual;Total;New light goods vehicles;6602.0
Latvia;2014;Annual;- Biodiesel;New passenger cars;0.0
Latvia;2016;Annual;- Bi-fuel vehicles;New passenger cars;0.0
Latvia;2014;Annual;- Hydrogen and fuel cells;New passenger cars;0.0
Latvia;2017;Annual;- Hydrogen and fuel cells;New passenger cars;0.0
Lithuania;2017;Annual;Petrol;New lorries (vehicle wt over 3500 kg);1.0
Lithuania;2002;Annual;Petrol;New light goods vehicles;350.0
Lithuania;2003;Annual;Petrol;New light goods vehicles;331.0
Lithuania;2010;Annual;Petrol;New light goods vehicles;377.0
Lithuania;2014;Annual;Petrol;New light goods vehicles;158.0
Lithuania;2002;Annual;Petrol;New road tractors;1.0
Lithuania;2005;Annual;Petrol;New road tractors;4.0
Lithuania;2010;Annual;Petrol;New road tractors;0.0
Lithuania;2011;Annual;Petrol;New road tractors;0.0
Lithuania;2018;Annual;Petrol;New road tractors;0.0
Lithuania;2015;Annual;- Petrol (excluding hybrids);New passenger cars;32757.0
Liechtenstein;2016;Annual;Total;New lorries (vehicle wt over 3500 kg);20.0
Liechtenstein;2009;Annual;Total;New passenger cars;1620.0
Liechtenstein;2010;Annual;Total;New passenger cars;1782.0
Liechtenstein;1998;Annual;Total;New motor coaches, buses and trolley buses;12.0
Liechtenstein;2003;Annual;Total;New motor coaches, buses and trolley buses;7.0
Liechtenstein;2006;Annual;Total;New motor coaches, buses and trolley buses;6.0
Liechtenstein;2009;Annual;Total;New motor coaches, buses and trolley buses;10.0
Liechtenstein;2011;Annual;Total;New motor coaches, buses and trolley buses;30.0
Liechtenstein;2014;Annual;Total;New motor coaches, buses and trolley buses;4.0
Liechtenstein;2015;Annual;Total;New motor coaches, buses and trolley buses;8.0
Liechtenstein;1995;Annual;Petrol;New passenger cars;2.0
Liechtenstein;1997;Annual;Petrol;New passenger cars;2.0
Liechtenstein;2001;Annual;Petrol;New passenger cars;2.0
Netherlands;2011;Annual;Petrol;New passenger cars;374811.0
Netherlands;2014;Annual;Petrol;New passenger cars;275420.0
Netherlands;2015;Annual;Petrol;New passenger cars;314898.0
Netherlands;2017;Annual;Petrol;New passenger cars;331609.0
Malta;2014;Annual;- Hybrid electric-petrol;New light goods vehicles;0.0
Malta;2017;Annual;- Hybrid electric-petrol;New light goods vehicles;0.0
Netherlands;2015;Annual;Petrol;New road tractors;1.0
Malta;2006;Annual;Diesel;New passenger cars;1631.0
Malta;2008;Annual;Diesel;New passenger cars;1440.0
Malta;2014;Annual;Diesel;New passenger cars;5768.0
Malta;2017;Annual;Diesel;New passenger cars;6865.0
Malta;2005;Annual;Diesel;New motor coaches, buses and trolley buses;61.0
Malta;2008;Annual;Diesel;New motor coaches, buses and trolley buses;82.0
Malta;2014;Annual;Diesel;New motor coaches, buses and trolley buses;121.0
Malta;2002;Annual;Diesel;New road tractors;124.0
Malta;2010;Annual;Diesel;New road tractors;44.0
Malta;2015;Annual;Diesel;New road tractors;51.0
Malta;2017;Annual;Diesel;New road tractors;69.0
Malta;2014;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);250.0
Malta;2015;Annual;- Diesel (excluding hybrids);New road tractors;51.0
Malta;2015;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Malta;2017;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);0.0
Malta;2018;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);0.0
Netherlands;2016;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);4125.0
Netherlands;2013;Annual;- Diesel (excluding hybrids);New passenger cars;103557.0
Netherlands;2013;Annual;- Diesel (excluding hybrids);New light goods vehicles;49214.0
Malta;2001;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Malta;2013;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Malta;2018;Annual;Alternative (total);New motor coaches, buses and trolley buses;8.0
Malta;1999;Annual;Alternative (total);New light goods vehicles;0.0
Malta;2007;Annual;Alternative (total);New light goods vehicles;1.0
Malta;2014;Annual;Alternative (total);New light goods vehicles;9.0
Malta;2017;Annual;Alternative (total);New light goods vehicles;7.0
Malta;2001;Annual;Alternative (total);New road tractors;0.0
Malta;2016;Annual;Alternative (total);New road tractors;0.0
Malta;2000;Annual;- Electricity;New passenger cars;1.0
Malta;2007;Annual;- Electricity;New passenger cars;10.0
Malta;2017;Annual;- Electricity;New passenger cars;53.0
Malta;1996;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Malta;1998;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Malta;1999;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Malta;2002;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Malta;2017;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Malta;2013;Annual;- Electricity;New road tractors;0.0
Malta;1998;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Malta;2015;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Malta;2016;Annual;- Compressed natural gas (CNG);New passenger cars;1.0
Malta;2017;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Netherlands;2013;Annual;- Diesel (excluding hybrids);New road tractors;8799.0
Netherlands;2014;Annual;- Diesel (excluding hybrids);New road tractors;6981.0
Netherlands;2016;Annual;- Diesel (excluding hybrids);New road tractors;10013.0
Netherlands;2013;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Netherlands;2014;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Netherlands;2016;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Netherlands;2016;Annual;- Hybrid electric-diesel;New road tractors;0.0
Malta;2015;Annual;- Compressed natural gas (CNG);New road tractors;0.0
Malta;2018;Annual;- Compressed natural gas (CNG);New road tractors;0.0
Malta;2015;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Malta;2018;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Malta;2013;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Malta;2014;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Malta;2015;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Malta;2018;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Malta;2005;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Malta;2011;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Malta;2017;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Malta;2018;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Netherlands;2017;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);52.0
Netherlands;2012;Annual;Alternative (total);New motor coaches, buses and trolley buses;154.0
Netherlands;2016;Annual;Alternative (total);New motor coaches, buses and trolley buses;80.0
Netherlands;2017;Annual;- Electricity;New road tractors;1.0
Netherlands;2010;Annual;- Compressed natural gas (CNG);New light goods vehicles;302.0
Netherlands;2012;Annual;- Compressed natural gas (CNG);New light goods vehicles;491.0
Malta;2000;Annual;- LPG;New light goods vehicles;0.0
Malta;2009;Annual;- LPG;New light goods vehicles;0.0
Malta;2015;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Malta;2016;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Malta;2018;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Malta;2014;Annual;- Bioethanol;New passenger cars;0.0
Malta;2018;Annual;- Bioethanol;New passenger cars;0.0
Malta;2013;Annual;- Bioethanol;New road tractors;0.0
Malta;2015;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Malta;2013;Annual;- Biodiesel;New light goods vehicles;0.0
Netherlands;2015;Annual;- LPG;New lorries (vehicle wt over 3500 kg);0.0
Netherlands;2014;Annual;- LPG;New passenger cars;998.0
Netherlands;2015;Annual;- LPG;New passenger cars;362.0
Netherlands;2017;Annual;- LPG;New passenger cars;1200.0
Netherlands;2017;Annual;- Bioethanol;New lorries (vehicle wt over 3500 kg);0.0
Malta;2018;Annual;- Biodiesel;New road tractors;0.0
Malta;2014;Annual;- Hydrogen and fuel cells;New passenger cars;0.0
Netherlands;2015;Annual;- Bioethanol;New road tractors;0.0
Netherlands;2016;Annual;- Bioethanol;New road tractors;0.0
Netherlands;2017;Annual;- Bioethanol;New road tractors;0.0
Netherlands;2015;Annual;- Biodiesel;New light goods vehicles;0.0
Malta;2014;Annual;- Hydrogen and fuel cells;New motor coaches, buses and trolley buses;0.0
Netherlands;2017;Annual;- Hydrogen and fuel cells;New passenger cars;6.0
Norway;1997;Annual;Total;New passenger cars;154654.0
Norway;2000;Annual;Total;New passenger cars;126978.0
Norway;2009;Annual;Total;New passenger cars;125903.0
Norway;2010;Annual;Total;New passenger cars;159374.0
Norway;2012;Annual;Total;New passenger cars;171828.0
Norway;2014;Annual;Total;New passenger cars;172042.0
Montenegro;2017;Annual;Petrol;New passenger cars;1313.0
Norway;1998;Annual;Total;New road tractors;811.0
Norway;2000;Annual;Total;New road tractors;698.0
Norway;2012;Annual;Alternative (total);New motor coaches, buses and trolley buses;97.0
Norway;2013;Annual;Alternative (total);New motor coaches, buses and trolley buses;105.0
Norway;2015;Annual;Alternative (total);New motor coaches, buses and trolley buses;27.0
Montenegro;2017;Annual;Petrol;New road tractors;1.0
Norway;1996;Annual;Alternative (total);New light goods vehicles;0.0
Norway;2004;Annual;Alternative (total);New light goods vehicles;9.0
Norway;2006;Annual;Alternative (total);New light goods vehicles;10.0
Norway;2008;Annual;Alternative (total);New light goods vehicles;39.0
Norway;2009;Annual;Alternative (total);New light goods vehicles;79.0
Norway;2018;Annual;Alternative (total);New light goods vehicles;1969.0
Norway;1995;Annual;- Electricity;New passenger cars;0.0
Norway;1998;Annual;- Electricity;New passenger cars;0.0
Norway;2011;Annual;- Electricity;New passenger cars;2029.0
Norway;2016;Annual;- Electricity;New passenger cars;28965.0
Norway;2008;Annual;- Electricity;New motor coaches, buses and trolley buses;1.0
Norway;2010;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Norway;2018;Annual;- Electricity;New motor coaches, buses and trolley buses;18.0
Norway;2017;Annual;- Electricity;New light goods vehicles;947.0
Montenegro;2017;Annual;- Petrol (excluding hybrids);New light goods vehicles;18.0
Poland;1998;Annual;Total;New motor coaches, buses and trolley buses;2259.0
Poland;2007;Annual;Total;New motor coaches, buses and trolley buses;4852.0
Poland;2014;Annual;Total;New motor coaches, buses and trolley buses;5319.0
Poland;2016;Annual;Total;New motor coaches, buses and trolley buses;5562.0
Poland;2002;Annual;Total;New light goods vehicles;151931.0
Poland;2007;Annual;Total;New light goods vehicles;140856.0
Poland;2014;Annual;Total;New light goods vehicles;123299.0
Poland;2016;Annual;Total;New light goods vehicles;124065.0
Poland;1995;Annual;Petrol;New passenger cars;393927.0
Poland;2000;Annual;Petrol;New passenger cars;443682.0
Poland;2005;Annual;Petrol;New passenger cars;591783.0
